tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_897	SAUSA300_RS04520	1049.98	1049.757	1050.627	1048.919	1052.554	1052.255	1051.836	1052.42	1052.443	1052.594	1052.571	1052.138	1050.151	1049.922	1050.766	1050.319	1049.617	1050.356	1048.583	1049.549	1051.224	1050.802	1050.499	1050.725	1050.825	1051.523	1050.757	1050.461	1013.827	1014.454	1013.378	1012.747
unassigned_transcript_898	SAUSA300_RS04525	85.259	85.149	85.421	84.898	89.028	88.703	88.739	88.846	89.032	89.148	88.884	88.891	84.466	84.16	84.633	84.367	85.831	86.05	85.443	85.74	87.358	87.19	87.066	87.102	87.294	87.368	87.199	87.168	68.944	69.123	69.084	68.941
unassigned_transcript_899	SAUSA300_RS04530	1010.98	1010.757	1011.627	1009.919	1013.554	1013.255	1012.836	1013.42	1013.443	1013.594	1013.571	1013.138	1011.151	1010.922	1011.766	1011.319	1010.617	1011.356	1009.583	1010.549	1012.224	1011.802	1011.499	1011.725	1011.825	1012.523	1011.757	1011.461	974.827	975.454	974.378	973.747
unassigned_transcript_900	SAUSA300_RS04535	90.103	89.957	90.26	89.719	93.937	93.591	93.665	93.772	93.964	94.06	93.814	93.805	89.433	89.139	89.601	89.296	90.636	90.884	90.189	90.514	92.279	92.1	91.955	91.995	92.199	92.26	92.097	92.078	73.021	73.173	73.108	72.978
unassigned_transcript_901	SAUSA300_RS04540	161.807	161.493	162.133	160.986	165.283	164.946	164.8	165.254	165.321	165.456	165.34	165.053	162.202	161.953	162.521	162.159	161.887	162.293	161.177	161.686	164.119	163.836	163.445	163.781	163.84	164.224	163.78	163.579	135.02	135.124	134.797	134.604
unassigned_transcript_902	SAUSA300_RS04545	899.98	899.757	900.627	898.919	902.554	902.255	901.836	902.42	902.443	902.594	902.571	902.138	900.151	899.922	900.766	900.319	899.617	900.356	898.583	899.549	901.224	900.802	900.499	900.725	900.825	901.523	900.757	900.461	863.827	864.454	863.378	862.747
unassigned_transcript_903	SAUSA300_RS04550	85.259	85.149	85.421	84.898	89.028	88.703	88.739	88.846	89.032	89.148	88.884	88.891	84.466	84.16	84.633	84.367	85.831	86.05	85.443	85.74	87.358	87.19	87.066	87.102	87.294	87.368	87.199	87.168	68.944	69.123	69.084	68.941
unassigned_transcript_904	SAUSA300_RS04555	196.239	195.944	196.677	195.347	199.428	199.172	198.889	199.355	199.459	199.578	199.508	199.19	196.77	196.474	197.179	196.738	196.163	196.69	195.312	195.986	198.233	197.984	197.601	197.88	197.925	198.447	197.963	197.648	166.147	166.364	165.981	165.486
unassigned_transcript_905	SAUSA300_RS04560	1043.98	1043.757	1044.627	1042.919	1046.554	1046.255	1045.836	1046.42	1046.443	1046.594	1046.571	1046.138	1044.151	1043.922	1044.766	1044.319	1043.617	1044.356	1042.583	1043.549	1045.224	1044.802	1044.499	1044.725	1044.825	1045.523	1044.757	1044.461	1007.827	1008.454	1007.378	1006.747
unassigned_transcript_906	SAUSA300_RS04565	1310.98	1310.757	1311.627	1309.919	1313.554	1313.255	1312.836	1313.42	1313.443	1313.594	1313.571	1313.138	1311.151	1310.922	1311.766	1311.319	1310.617	1311.356	1309.583	1310.549	1312.224	1311.802	1311.499	1311.725	1311.825	1312.523	1311.757	1311.461	1274.827	1275.454	1274.378	1273.747
unassigned_transcript_907	SAUSA300_RS04570	1151.98	1151.757	1152.627	1150.919	1154.554	1154.255	1153.836	1154.42	1154.443	1154.594	1154.571	1154.138	1152.151	1151.922	1152.766	1152.319	1151.617	1152.356	1150.583	1151.549	1153.224	1152.802	1152.499	1152.725	1152.825	1153.523	1152.757	1152.461	1115.827	1116.454	1115.378	1114.747
unassigned_transcript_908	SAUSA300_RS04575	210.859	210.542	211.353	209.928	213.955	213.647	213.412	213.838	213.916	214.103	213.984	213.663	211.4	211.102	211.799	211.405	210.748	211.299	209.861	210.554	212.733	212.447	212.077	212.359	212.388	212.972	212.405	212.117	179.605	179.92	179.392	178.935
unassigned_transcript_909	SAUSA300_RS04580	989.98	989.757	990.627	988.919	992.554	992.255	991.836	992.42	992.443	992.594	992.571	992.138	990.151	989.922	990.766	990.319	989.617	990.356	988.583	989.549	991.224	990.802	990.499	990.725	990.825	991.523	990.757	990.461	953.827	954.454	953.378	952.747
unassigned_transcript_910	SAUSA300_RS04585	193.329	193.028	193.756	192.434	196.534	196.287	196.008	196.482	196.577	196.694	196.625	196.302	193.867	193.565	194.261	193.826	193.269	193.775	192.43	193.086	195.342	195.098	194.727	195.012	195.055	195.558	195.076	194.778	163.469	163.682	163.325	162.821
unassigned_transcript_911	SAUSA300_RS04590	134.002	133.815	134.286	133.413	137.825	137.549	137.409	137.811	137.886	138.033	137.914	137.727	134.246	133.925	134.469	134.125	134.32	134.649	133.601	134.101	136.505	136.295	136.041	136.15	136.306	136.601	136.208	136.062	110.652	110.712	110.513	110.297
unassigned_transcript_912	SAUSA300_RS04595	315.008	314.779	315.64	313.941	317.619	317.34	316.896	317.494	317.501	317.67	317.636	317.223	315.202	314.983	315.806	315.362	314.651	315.391	313.619	314.573	316.283	315.901	315.576	315.801	315.917	316.602	315.829	315.535	279.213	279.752	278.785	278.2
unassigned_transcript_913	SAUSA300_RS04600	1331.98	1331.757	1332.627	1330.919	1334.554	1334.255	1333.836	1334.42	1334.443	1334.594	1334.571	1334.138	1332.151	1331.922	1332.766	1332.319	1331.617	1332.356	1330.583	1331.549	1333.224	1332.802	1332.499	1332.725	1332.825	1333.523	1332.757	1332.461	1295.827	1296.454	1295.378	1294.747
unassigned_transcript_914	SAUSA300_RS04605	178.887	178.594	179.288	178.018	182.19	181.933	181.708	182.172	182.301	182.349	182.33	181.974	179.39	179.109	179.752	179.324	178.918	179.334	178.118	178.709	181.04	180.805	180.398	180.709	180.799	181.233	180.734	180.475	150.33	150.544	150.219	149.835
unassigned_transcript_915	SAUSA300_RS04610	264.182	263.927	264.769	263.122	266.952	266.677	266.3	266.826	266.811	267.02	266.993	266.668	264.533	264.267	265.071	264.639	263.906	264.562	262.89	263.783	265.615	265.271	265.011	265.192	265.31	265.945	265.267	264.987	229.863	230.322	229.586	229.033
unassigned_transcript_916	SAUSA300_RS04615	2240.98	2240.757	2241.627	2239.919	2243.554	2243.255	2242.836	2243.42	2243.443	2243.594	2243.571	2243.138	2241.151	2240.922	2241.766	2241.319	2240.617	2241.356	2239.583	2240.549	2242.224	2241.802	2241.499	2241.725	2241.825	2242.523	2241.757	2241.461	2204.827	2205.454	2204.378	2203.747
unassigned_transcript_917	SAUSA300_RS04620	219.688	219.38	220.209	218.699	222.712	222.394	222.176	222.599	222.662	222.858	222.76	222.436	220.197	219.906	220.609	220.23	219.518	220.087	218.63	219.364	221.469	221.161	220.832	221.089	221.13	221.732	221.157	220.857	187.747	188.154	187.552	187.143
unassigned_transcript_918	SAUSA300_RS04625	428.98	428.757	429.627	427.919	431.554	431.255	430.836	431.42	431.443	431.594	431.571	431.138	429.151	428.922	429.766	429.319	428.617	429.356	427.583	428.549	430.224	429.802	429.499	429.725	429.825	430.523	429.757	429.461	392.827	393.454	392.378	391.747
unassigned_transcript_919	SAUSA300_RS04630	213.798	213.49	214.307	212.84	216.858	216.544	216.326	216.752	216.815	217.016	216.909	216.586	214.339	214.03	214.731	214.343	213.657	214.218	212.779	213.49	215.628	215.345	214.991	215.261	215.289	215.882	215.318	215.014	182.32	182.66	182.096	181.665
unassigned_transcript_920	SAUSA300_RS04635	962.98	962.757	963.627	961.919	965.554	965.255	964.836	965.42	965.443	965.594	965.571	965.138	963.151	962.922	963.766	963.319	962.617	963.356	961.583	962.549	964.224	963.802	963.499	963.725	963.825	964.523	963.757	963.461	926.827	927.454	926.378	925.747
unassigned_transcript_921	SAUSA300_RS04640	1025.98	1025.757	1026.627	1024.919	1028.554	1028.255	1027.836	1028.42	1028.443	1028.594	1028.571	1028.138	1026.151	1025.922	1026.766	1026.319	1025.617	1026.356	1024.583	1025.549	1027.224	1026.802	1026.499	1026.725	1026.825	1027.523	1026.757	1026.461	989.827	990.454	989.378	988.747
unassigned_transcript_922	SAUSA300_RS04645	1079.98	1079.757	1080.627	1078.919	1082.554	1082.255	1081.836	1082.42	1082.443	1082.594	1082.571	1082.138	1080.151	1079.922	1080.766	1080.319	1079.617	1080.356	1078.583	1079.549	1081.224	1080.802	1080.499	1080.725	1080.825	1081.523	1080.757	1080.461	1043.827	1044.454	1043.378	1042.747
unassigned_transcript_923	SAUSA300_RS04655	764.98	764.757	765.627	763.919	767.554	767.255	766.836	767.42	767.443	767.594	767.571	767.138	765.151	764.922	765.766	765.319	764.617	765.356	763.583	764.549	766.224	765.802	765.499	765.725	765.825	766.523	765.757	765.461	728.827	729.454	728.378	727.747
unassigned_transcript_924	SAUSA300_RS04660	1214.98	1214.757	1215.627	1213.919	1217.554	1217.255	1216.836	1217.42	1217.443	1217.594	1217.571	1217.138	1215.151	1214.922	1215.766	1215.319	1214.617	1215.356	1213.583	1214.549	1216.224	1215.802	1215.499	1215.725	1215.825	1216.523	1215.757	1215.461	1178.827	1179.454	1178.378	1177.747
unassigned_transcript_925	SAUSA300_RS04665	1040.98	1040.757	1041.627	1039.919	1043.554	1043.255	1042.836	1043.42	1043.443	1043.594	1043.571	1043.138	1041.151	1040.922	1041.766	1041.319	1040.617	1041.356	1039.583	1040.549	1042.224	1041.802	1041.499	1041.725	1041.825	1042.523	1041.757	1041.461	1004.827	1005.454	1004.378	1003.747
unassigned_transcript_926	SAUSA300_RS04670	1166.98	1166.757	1167.627	1165.919	1169.554	1169.255	1168.836	1169.42	1169.443	1169.594	1169.571	1169.138	1167.151	1166.922	1167.766	1167.319	1166.617	1167.356	1165.583	1166.549	1168.224	1167.802	1167.499	1167.725	1167.825	1168.523	1167.757	1167.461	1130.827	1131.454	1130.378	1129.747
unassigned_transcript_927	SAUSA300_RS04675	410.98	410.757	411.627	409.919	413.554	413.255	412.836	413.42	413.443	413.594	413.571	413.138	411.151	410.922	411.766	411.319	410.617	411.356	409.583	410.549	412.224	411.802	411.499	411.725	411.825	412.523	411.757	411.461	374.827	375.454	374.378	373.747
unassigned_transcript_928	SAUSA300_RS04680	359.98	359.757	360.627	358.919	362.554	362.255	361.836	362.42	362.443	362.594	362.571	362.138	360.151	359.922	360.766	360.319	359.617	360.356	358.583	359.549	361.224	360.802	360.499	360.725	360.825	361.523	360.757	360.461	323.827	324.454	323.378	322.747
unassigned_transcript_929	SAUSA300_RS04685	410.98	410.757	411.627	409.919	413.554	413.255	412.836	413.42	413.443	413.594	413.571	413.138	411.151	410.922	411.766	411.319	410.617	411.356	409.583	410.549	412.224	411.802	411.499	411.725	411.825	412.523	411.757	411.461	374.827	375.454	374.378	373.747
unassigned_transcript_930	SAUSA300_RS04690	3311.98	3311.757	3312.627	3310.919	3314.554	3314.255	3313.836	3314.42	3314.443	3314.594	3314.571	3314.138	3312.151	3311.922	3312.766	3312.319	3311.617	3312.356	3310.583	3311.549	3313.224	3312.802	3312.499	3312.725	3312.825	3313.523	3312.757	3312.461	3275.827	3276.454	3275.378	3274.747
unassigned_transcript_931	SAUSA300_RS04695	3488.98	3488.757	3489.627	3487.919	3491.554	3491.255	3490.836	3491.42	3491.443	3491.594	3491.571	3491.138	3489.151	3488.922	3489.766	3489.319	3488.617	3489.356	3487.583	3488.549	3490.224	3489.802	3489.499	3489.725	3489.825	3490.523	3489.757	3489.461	3452.827	3453.454	3452.378	3451.747
unassigned_transcript_932	SAUSA300_RS04700	737.98	737.757	738.627	736.919	740.554	740.255	739.836	740.42	740.443	740.594	740.571	740.138	738.151	737.922	738.766	738.319	737.617	738.356	736.583	737.549	739.224	738.802	738.499	738.725	738.825	739.523	738.757	738.461	701.827	702.454	701.378	700.747
unassigned_transcript_933	SAUSA300_RS04705	225.603	225.287	226.107	224.579	228.572	228.259	228.021	228.457	228.514	228.698	228.625	228.293	226.079	225.795	226.518	226.137	225.396	225.976	224.486	225.241	227.311	227.011	226.688	226.9	226.974	227.578	227.014	226.717	193.258	193.682	193.047	192.649
unassigned_transcript_934	SAUSA300_RS04710	1151.98	1151.757	1152.627	1150.919	1154.554	1154.255	1153.836	1154.42	1154.443	1154.594	1154.571	1154.138	1152.151	1151.922	1152.766	1152.319	1151.617	1152.356	1150.583	1151.549	1153.224	1152.802	1152.499	1152.725	1152.825	1153.523	1152.757	1152.461	1115.827	1116.454	1115.378	1114.747
unassigned_transcript_935	SAUSA300_RS04715	659.98	659.757	660.627	658.919	662.554	662.255	661.836	662.42	662.443	662.594	662.571	662.138	660.151	659.922	660.766	660.319	659.617	660.356	658.583	659.549	661.224	660.802	660.499	660.725	660.825	661.523	660.757	660.461	623.827	624.454	623.378	622.747
unassigned_transcript_936	SAUSA300_RS04720	147.786	147.501	148.123	147.049	151.417	151.101	150.98	151.419	151.489	151.614	151.485	151.223	148.099	147.837	148.386	148.036	147.961	148.339	147.251	147.768	150.209	149.936	149.668	149.869	149.968	150.295	149.878	149.745	122.687	122.75	122.423	122.282
unassigned_transcript_937	SAUSA300_RS04725	1649.98	1649.757	1650.627	1648.919	1652.554	1652.255	1651.836	1652.42	1652.443	1652.594	1652.571	1652.138	1650.151	1649.922	1650.766	1650.319	1649.617	1650.356	1648.583	1649.549	1651.224	1650.802	1650.499	1650.725	1650.825	1651.523	1650.757	1650.461	1613.827	1614.454	1613.378	1612.747
unassigned_transcript_938	SAUSA300_RS04730	2444.98	2444.757	2445.627	2443.919	2447.554	2447.255	2446.836	2447.42	2447.443	2447.594	2447.571	2447.138	2445.151	2444.922	2445.766	2445.319	2444.617	2445.356	2443.583	2444.549	2446.224	2445.802	2445.499	2445.725	2445.825	2446.523	2445.757	2445.461	2408.827	2409.454	2408.378	2407.747
unassigned_transcript_939	SAUSA300_RS04735	704.98	704.757	705.627	703.919	707.554	707.255	706.836	707.42	707.443	707.594	707.571	707.138	705.151	704.922	705.766	705.319	704.617	705.356	703.583	704.549	706.224	705.802	705.499	705.725	705.825	706.523	705.757	705.461	668.827	669.454	668.378	667.747
unassigned_transcript_940	SAUSA300_RS04740	980.98	980.757	981.627	979.919	983.554	983.255	982.836	983.42	983.443	983.594	983.571	983.138	981.151	980.922	981.766	981.319	980.617	981.356	979.583	980.549	982.224	981.802	981.499	981.725	981.825	982.523	981.757	981.461	944.827	945.454	944.378	943.747
unassigned_transcript_941	SAUSA300_RS04745	476.98	476.757	477.627	475.919	479.554	479.255	478.836	479.42	479.443	479.594	479.571	479.138	477.151	476.922	477.766	477.319	476.617	477.356	475.583	476.549	478.224	477.802	477.499	477.725	477.825	478.523	477.757	477.461	440.827	441.454	440.378	439.747
unassigned_transcript_942	SAUSA300_RS04750	953.98	953.757	954.627	952.919	956.554	956.255	955.836	956.42	956.443	956.594	956.571	956.138	954.151	953.922	954.766	954.319	953.617	954.356	952.583	953.549	955.224	954.802	954.499	954.725	954.825	955.523	954.757	954.461	917.827	918.454	917.378	916.747
unassigned_transcript_943	SAUSA300_RS04755	350.98	350.757	351.627	349.919	353.554	353.255	352.836	353.42	353.443	353.594	353.571	353.138	351.151	350.922	351.766	351.319	350.617	351.356	349.583	350.549	352.224	351.802	351.499	351.725	351.825	352.523	351.757	351.461	314.827	315.454	314.378	313.747
unassigned_transcript_944	SAUSA300_RS04760	270.143	269.886	270.744	269.086	272.88	272.62	272.236	272.766	272.762	272.958	272.936	272.594	270.462	270.22	271.026	270.589	269.855	270.527	268.833	269.738	271.557	271.206	270.923	271.118	271.24	271.897	271.193	270.899	235.61	236.073	235.301	234.752
unassigned_transcript_945	SAUSA300_RS04765	48.624	48.417	48.645	48.315	50.889	50.728	50.721	50.845	50.926	51.009	50.767	50.9	46.653	46.458	46.757	46.542	48.971	49.152	48.731	49.023	49.382	49.239	49.263	49.245	49.358	49.472	49.298	49.417	38.539	38.714	38.644	38.644
unassigned_transcript_946	SAUSA300_RS04770	776.98	776.757	777.627	775.919	779.554	779.255	778.836	779.42	779.443	779.594	779.571	779.138	777.151	776.922	777.766	777.319	776.617	777.356	775.583	776.549	778.224	777.802	777.499	777.725	777.825	778.523	777.757	777.461	740.827	741.454	740.378	739.747
unassigned_transcript_947	SAUSA300_RS04775	1079.98	1079.757	1080.627	1078.919	1082.554	1082.255	1081.836	1082.42	1082.443	1082.594	1082.571	1082.138	1080.151	1079.922	1080.766	1080.319	1079.617	1080.356	1078.583	1079.549	1081.224	1080.802	1080.499	1080.725	1080.825	1081.523	1080.757	1080.461	1043.827	1044.454	1043.378	1042.747
unassigned_transcript_948	SAUSA300_RS04780	208.903	208.584	209.388	207.977	212.015	211.715	211.463	211.901	211.982	212.164	212.046	211.719	209.44	209.15	209.844	209.45	208.806	209.354	207.926	208.605	210.801	210.509	210.139	210.423	210.449	211.033	210.467	210.181	177.8	178.102	177.604	177.134
unassigned_transcript_949	SAUSA300_RS04785	761.98	761.757	762.627	760.919	764.554	764.255	763.836	764.42	764.443	764.594	764.571	764.138	762.151	761.922	762.766	762.319	761.617	762.356	760.583	761.549	763.224	762.802	762.499	762.725	762.825	763.523	762.757	762.461	725.827	726.454	725.378	724.747
unassigned_transcript_950	SAUSA300_RS04790	905.98	905.757	906.627	904.919	908.554	908.255	907.836	908.42	908.443	908.594	908.571	908.138	906.151	905.922	906.766	906.319	905.617	906.356	904.583	905.549	907.224	906.802	906.499	906.725	906.825	907.523	906.757	906.461	869.827	870.454	869.378	868.747
unassigned_transcript_951	SAUSA300_RS04795	917.98	917.757	918.627	916.919	920.554	920.255	919.836	920.42	920.443	920.594	920.571	920.138	918.151	917.922	918.766	918.319	917.617	918.356	916.583	917.549	919.224	918.802	918.499	918.725	918.825	919.523	918.757	918.461	881.827	882.454	881.378	880.747
unassigned_transcript_952	SAUSA300_RS04800	776.98	776.757	777.627	775.919	779.554	779.255	778.836	779.42	779.443	779.594	779.571	779.138	777.151	776.922	777.766	777.319	776.617	777.356	775.583	776.549	778.224	777.802	777.499	777.725	777.825	778.523	777.757	777.461	740.827	741.454	740.378	739.747
unassigned_transcript_953	SAUSA300_RS04805	1490.98	1490.757	1491.627	1489.919	1493.554	1493.255	1492.836	1493.42	1493.443	1493.594	1493.571	1493.138	1491.151	1490.922	1491.766	1491.319	1490.617	1491.356	1489.583	1490.549	1492.224	1491.802	1491.499	1491.725	1491.825	1492.523	1491.757	1491.461	1454.827	1455.454	1454.378	1453.747
unassigned_transcript_954	SAUSA300_RS04810	1550.98	1550.757	1551.627	1549.919	1553.554	1553.255	1552.836	1553.42	1553.443	1553.594	1553.571	1553.138	1551.151	1550.922	1551.766	1551.319	1550.617	1551.356	1549.583	1550.549	1552.224	1551.802	1551.499	1551.725	1551.825	1552.523	1551.757	1551.461	1514.827	1515.454	1514.378	1513.747
unassigned_transcript_955	SAUSA300_RS04815	821.98	821.757	822.627	820.919	824.554	824.255	823.836	824.42	824.443	824.594	824.571	824.138	822.151	821.922	822.766	822.319	821.617	822.356	820.583	821.549	823.224	822.802	822.499	822.725	822.825	823.523	822.757	822.461	785.827	786.454	785.378	784.747
unassigned_transcript_956	SAUSA300_RS04820	815.98	815.757	816.627	814.919	818.554	818.255	817.836	818.42	818.443	818.594	818.571	818.138	816.151	815.922	816.766	816.319	815.617	816.356	814.583	815.549	817.224	816.802	816.499	816.725	816.825	817.523	816.757	816.461	779.827	780.454	779.378	778.747
unassigned_transcript_957	SAUSA300_RS04825	797.98	797.757	798.627	796.919	800.554	800.255	799.836	800.42	800.443	800.594	800.571	800.138	798.151	797.922	798.766	798.319	797.617	798.356	796.583	797.549	799.224	798.802	798.499	798.725	798.825	799.523	798.757	798.461	761.827	762.454	761.378	760.747
unassigned_transcript_958	SAUSA300_RS04830	716.98	716.757	717.627	715.919	719.554	719.255	718.836	719.42	719.443	719.594	719.571	719.138	717.151	716.922	717.766	717.319	716.617	717.356	715.583	716.549	718.224	717.802	717.499	717.725	717.825	718.523	717.757	717.461	680.827	681.454	680.378	679.747
unassigned_transcript_959	SAUSA300_RS04835	824.98	824.757	825.627	823.919	827.554	827.255	826.836	827.42	827.443	827.594	827.571	827.138	825.151	824.922	825.766	825.319	824.617	825.356	823.583	824.549	826.224	825.802	825.499	825.725	825.825	826.523	825.757	825.461	788.827	789.454	788.378	787.747
unassigned_transcript_960	SAUSA300_RS04840	231.514	231.218	232.027	230.468	234.445	234.134	233.879	234.341	234.377	234.565	234.509	234.181	231.968	231.691	232.431	232.04	231.301	231.892	230.353	231.148	233.197	232.878	232.546	232.749	232.862	233.462	232.867	232.563	198.816	199.248	198.569	198.176
unassigned_transcript_961	SAUSA300_RS04845	554.98	554.757	555.627	553.919	557.554	557.255	556.836	557.42	557.443	557.594	557.571	557.138	555.151	554.922	555.766	555.319	554.617	555.356	553.583	554.549	556.224	555.802	555.499	555.725	555.825	556.523	555.757	555.461	518.827	519.454	518.378	517.747
unassigned_transcript_962	SAUSA300_RS04850	820.98	820.757	821.627	819.919	823.554	823.255	822.836	823.42	823.443	823.594	823.571	823.138	821.151	820.922	821.766	821.319	820.617	821.356	819.583	820.549	822.224	821.802	821.499	821.725	821.825	822.523	821.757	821.461	784.827	785.454	784.378	783.747
unassigned_transcript_963	SAUSA300_RS04855	1643.98	1643.757	1644.627	1642.919	1646.554	1646.255	1645.836	1646.42	1646.443	1646.594	1646.571	1646.138	1644.151	1643.922	1644.766	1644.319	1643.617	1644.356	1642.583	1643.549	1645.224	1644.802	1644.499	1644.725	1644.825	1645.523	1644.757	1644.461	1607.827	1608.454	1607.378	1606.747
unassigned_transcript_964	SAUSA300_RS04860	641.98	641.757	642.627	640.919	644.554	644.255	643.836	644.42	644.443	644.594	644.571	644.138	642.151	641.922	642.766	642.319	641.617	642.356	640.583	641.549	643.224	642.802	642.499	642.725	642.825	643.523	642.757	642.461	605.827	606.454	605.378	604.747
unassigned_transcript_965	SAUSA300_RS04865	202.07	201.754	202.54	201.163	205.225	204.954	204.656	205.127	205.216	205.368	205.278	204.957	202.601	202.31	203.028	202.592	202.005	202.52	201.12	201.801	204.038	203.76	203.363	203.651	203.697	204.248	203.714	203.418	171.492	171.778	171.309	170.842
unassigned_transcript_966	SAUSA300_RS04870	428.98	428.757	429.627	427.919	431.554	431.255	430.836	431.42	431.443	431.594	431.571	431.138	429.151	428.922	429.766	429.319	428.617	429.356	427.583	428.549	430.224	429.802	429.499	429.725	429.825	430.523	429.757	429.461	392.827	393.454	392.378	391.747
unassigned_transcript_967	SAUSA300_RS04875	184.635	184.35	185.053	183.764	187.913	187.653	187.4	187.879	187.984	188.064	188.02	187.692	185.18	184.879	185.528	185.102	184.633	185.079	183.824	184.426	186.748	186.531	186.099	186.391	186.473	186.927	186.44	186.167	155.556	155.758	155.445	154.99
unassigned_transcript_968	SAUSA300_RS04880	470.98	470.757	471.627	469.919	473.554	473.255	472.836	473.42	473.443	473.594	473.571	473.138	471.151	470.922	471.766	471.319	470.617	471.356	469.583	470.549	472.224	471.802	471.499	471.725	471.825	472.523	471.757	471.461	434.827	435.454	434.378	433.747
unassigned_transcript_969	SAUSA300_RS04885	644.98	644.757	645.627	643.919	647.554	647.255	646.836	647.42	647.443	647.594	647.571	647.138	645.151	644.922	645.766	645.319	644.617	645.356	643.583	644.549	646.224	645.802	645.499	645.725	645.825	646.523	645.757	645.461	608.827	609.454	608.378	607.747
unassigned_transcript_970	SAUSA300_RS04890	689.98	689.757	690.627	688.919	692.554	692.255	691.836	692.42	692.443	692.594	692.571	692.138	690.151	689.922	690.766	690.319	689.617	690.356	688.583	689.549	691.224	690.802	690.499	690.725	690.825	691.523	690.757	690.461	653.827	654.454	653.378	652.747
unassigned_transcript_971	SAUSA300_RS04895	1220.98	1220.757	1221.627	1219.919	1223.554	1223.255	1222.836	1223.42	1223.443	1223.594	1223.571	1223.138	1221.151	1220.922	1221.766	1221.319	1220.617	1221.356	1219.583	1220.549	1222.224	1221.802	1221.499	1221.725	1221.825	1222.523	1221.757	1221.461	1184.827	1185.454	1184.378	1183.747
unassigned_transcript_972	SAUSA300_RS04900	1679.98	1679.757	1680.627	1678.919	1682.554	1682.255	1681.836	1682.42	1682.443	1682.594	1682.571	1682.138	1680.151	1679.922	1680.766	1680.319	1679.617	1680.356	1678.583	1679.549	1681.224	1680.802	1680.499	1680.725	1680.825	1681.523	1680.757	1680.461	1643.827	1644.454	1643.378	1642.747
unassigned_transcript_973	SAUSA300_RS04905	605.98	605.757	606.627	604.919	608.554	608.255	607.836	608.42	608.443	608.594	608.571	608.138	606.151	605.922	606.766	606.319	605.617	606.356	604.583	605.549	607.224	606.802	606.499	606.725	606.825	607.523	606.757	606.461	569.827	570.454	569.378	568.747
unassigned_transcript_974	SAUSA300_RS04910	920.98	920.757	921.627	919.919	923.554	923.255	922.836	923.42	923.443	923.594	923.571	923.138	921.151	920.922	921.766	921.319	920.617	921.356	919.583	920.549	922.224	921.802	921.499	921.725	921.825	922.523	921.757	921.461	884.827	885.454	884.378	883.747
unassigned_transcript_975	SAUSA300_RS04915	1403.98	1403.757	1404.627	1402.919	1406.554	1406.255	1405.836	1406.42	1406.443	1406.594	1406.571	1406.138	1404.151	1403.922	1404.766	1404.319	1403.617	1404.356	1402.583	1403.549	1405.224	1404.802	1404.499	1404.725	1404.825	1405.523	1404.757	1404.461	1367.827	1368.454	1367.378	1366.747
unassigned_transcript_976	SAUSA300_RS04920	593.98	593.757	594.627	592.919	596.554	596.255	595.836	596.42	596.443	596.594	596.571	596.138	594.151	593.922	594.766	594.319	593.617	594.356	592.583	593.549	595.224	594.802	594.499	594.725	594.825	595.523	594.757	594.461	557.827	558.454	557.378	556.747
unassigned_transcript_977	SAUSA300_RS04925	344.98	344.757	345.627	343.919	347.554	347.255	346.836	347.42	347.443	347.594	347.571	347.138	345.151	344.922	345.766	345.319	344.617	345.356	343.583	344.549	346.224	345.802	345.499	345.725	345.825	346.523	345.757	345.461	308.827	309.454	308.378	307.747
unassigned_transcript_978	SAUSA300_RS04930	1025.98	1025.757	1026.627	1024.919	1028.554	1028.255	1027.836	1028.42	1028.443	1028.594	1028.571	1028.138	1026.151	1025.922	1026.766	1026.319	1025.617	1026.356	1024.583	1025.549	1027.224	1026.802	1026.499	1026.725	1026.825	1027.523	1026.757	1026.461	989.827	990.454	989.378	988.747
unassigned_transcript_979	SAUSA300_RS04935	1010.98	1010.757	1011.627	1009.919	1013.554	1013.255	1012.836	1013.42	1013.443	1013.594	1013.571	1013.138	1011.151	1010.922	1011.766	1011.319	1010.617	1011.356	1009.583	1010.549	1012.224	1011.802	1011.499	1011.725	1011.825	1012.523	1011.757	1011.461	974.827	975.454	974.378	973.747
