tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
NM_001134419.1	CDC7	3030.131	3032.735	3030.468	3022.313	3030.115	3018.938	3031.406	3029.816	3029.927	3029.368	3029.185	3020.681	3025.397	3009.871	3027.23	3030.141
NM_001134420.1	CDC7	3158.131	3160.735	3158.468	3150.313	3158.115	3146.938	3159.406	3157.816	3157.927	3157.368	3157.185	3148.681	3153.397	3137.871	3155.23	3158.141
NR_003130.2	HSP90B3P	1207.131	1209.735	1207.468	1199.313	1207.115	1195.938	1208.406	1206.816	1206.927	1206.368	1206.185	1197.681	1202.397	1186.871	1204.23	1207.141
NM_003243.3	TGFBR3	6263.131	6265.735	6263.468	6255.313	6263.115	6251.938	6264.406	6262.816	6262.927	6262.368	6262.185	6253.681	6258.397	6242.871	6260.23	6263.141
XM_002342094.1	LOC100289437	439.258	441.846	439.564	431.448	439.222	428.186	440.514	438.931	439.112	438.508	438.302	429.814	434.637	419.714	436.5	439.395
NM_207189.2	BRDT	3192.131	3194.735	3192.468	3184.313	3192.115	3180.938	3193.406	3191.816	3191.927	3191.368	3191.185	3182.681	3187.397	3171.871	3189.23	3192.141
NM_001726.3	BRDT	2987.131	2989.735	2987.468	2979.313	2987.115	2975.938	2988.406	2986.816	2986.927	2986.368	2986.185	2977.681	2982.397	2966.871	2984.23	2987.141
NM_173567.4	EPHX4	1288.131	1290.735	1288.468	1280.313	1288.115	1276.938	1289.406	1287.816	1287.927	1287.368	1287.185	1278.681	1283.397	1267.871	1285.23	1288.141
XM_929774.4	LOC646817	864.131	866.735	864.468	856.313	864.115	852.938	865.406	863.816	863.927	863.368	863.185	854.681	859.397	843.871	861.23	864.141
NM_183242.3	BTBD8	1288.131	1290.735	1288.468	1280.313	1288.115	1276.938	1289.406	1287.816	1287.927	1287.368	1287.185	1278.681	1283.397	1267.871	1285.23	1288.141
NM_015237.2	KIAA1107	4401.131	4403.735	4401.468	4393.313	4401.115	4389.938	4402.406	4400.816	4400.927	4400.368	4400.185	4391.681	4396.397	4380.871	4398.23	4401.141
NM_001012425.1	C1orf146	596.184	598.786	596.512	588.364	596.179	585.015	597.465	595.867	595.995	595.434	595.237	586.759	591.478	576.073	593.336	596.246
NM_053274.2	GLMN	1877.131	1879.735	1877.468	1869.313	1877.115	1865.938	1878.406	1876.816	1876.927	1876.368	1876.185	1867.681	1872.397	1856.871	1874.23	1877.141
NM_024813.1	RPAP2	2869.131	2871.735	2869.468	2861.313	2869.115	2857.938	2870.406	2868.816	2868.927	2868.368	2868.185	2859.681	2864.397	2848.871	2866.23	2869.141
NM_001127215.1	GFI1	2546.131	2548.735	2546.468	2538.313	2546.115	2534.938	2547.406	2545.816	2545.927	2545.368	2545.185	2536.681	2541.397	2525.871	2543.23	2546.141
NM_001127216.1	GFI1	2539.131	2541.735	2539.468	2531.313	2539.115	2527.938	2540.406	2538.816	2538.927	2538.368	2538.185	2529.681	2534.397	2518.871	2536.23	2539.141
NM_005263.3	GFI1	2632.131	2634.735	2632.468	2624.313	2632.115	2620.938	2633.406	2631.816	2631.927	2631.368	2631.185	2622.681	2627.397	2611.871	2629.23	2632.141
NM_005665.4	EVI5	7248.131	7250.735	7248.468	7240.313	7248.115	7236.938	7249.406	7247.816	7247.927	7247.368	7247.185	7238.681	7243.397	7227.871	7245.23	7248.141
NM_000969.3	RPL5	876.131	878.735	876.468	868.313	876.115	864.938	877.406	875.816	875.927	875.368	875.185	866.681	871.397	855.871	873.23	876.141
NR_000006.8	SNORD21	8.932	8.965	8.774	9.041	8.881	8.753	9.155	8.878	9.432	9.254	9.428	9.139	8.65	9.182	9.233	9.296
NR_002444.1	SNORA66	22.961	23.284	22.716	22.571	21.99	21.541	22.864	22.479	24.139	23.242	23.287	21.684	22.652	22.342	23.538	24.016
NM_001006605.3	FAM69A	2444.131	2446.735	2444.468	2436.313	2444.115	2432.938	2445.406	2443.816	2443.927	2443.368	2443.185	2434.681	2439.397	2423.871	2441.23	2444.141
NM_007358.3	MTF2	3973.131	3975.735	3973.468	3965.313	3973.115	3961.938	3974.406	3972.816	3972.927	3972.368	3972.185	3963.681	3968.397	3952.871	3970.23	3973.141
NM_016040.3	TMED5	3802.131	3804.735	3802.468	3794.313	3802.115	3790.938	3803.406	3801.816	3801.927	3801.368	3801.185	3792.681	3797.397	3781.871	3799.23	3802.141
NM_206886.2	CCDC18	4503.131	4505.735	4503.468	4495.313	4503.115	4491.938	4504.406	4502.816	4502.927	4502.368	4502.185	4493.681	4498.397	4482.871	4500.23	4503.141
XR_078221.1	LOC100131564	945.131	947.735	945.468	937.313	945.115	933.938	946.406	944.816	944.927	944.368	944.185	935.681	940.397	924.871	942.23	945.141
NM_001938.2	DR1	3054.131	3056.735	3054.468	3046.313	3054.115	3042.938	3055.406	3053.816	3053.927	3053.368	3053.185	3044.681	3049.397	3033.871	3051.23	3054.141
NM_001024948.1	FNBP1L	5013.131	5015.735	5013.468	5005.313	5013.115	5001.938	5014.406	5012.816	5012.927	5012.368	5012.185	5003.681	5008.397	4992.871	5010.23	5013.141
NM_017737.3	FNBP1L	3710.131	3712.735	3710.468	3702.313	3710.115	3698.938	3711.406	3709.816	3709.927	3709.368	3709.185	3700.681	3705.397	3689.871	3707.23	3710.141
NM_003567.2	BCAR3	3016.131	3018.735	3016.468	3008.313	3016.115	3004.938	3017.406	3015.816	3015.927	3015.368	3015.185	3006.681	3011.397	2995.871	3013.23	3016.141
XM_001726861.2	LOC100129046	1694.131	1696.735	1694.468	1686.313	1694.115	1682.938	1695.406	1693.816	1693.927	1693.368	1693.185	1684.681	1689.397	1673.871	1691.23	1694.141
XR_039788.2	LOC100132240	635.173	637.782	635.509	627.355	635.175	624.003	636.46	634.863	634.986	634.428	634.232	625.749	630.471	615.017	632.318	635.229
XM_002342057.1	LOC100288818	1609.131	1611.735	1609.468	1601.313	1609.115	1597.938	1610.406	1608.816	1608.927	1608.368	1608.185	1599.681	1604.397	1588.871	1606.23	1609.141
NM_014597.3	DNTTIP2	2225.131	2227.735	2225.468	2217.313	2225.115	2213.938	2226.406	2224.816	2224.927	2224.368	2224.185	2215.681	2220.397	2204.871	2222.23	2225.141
NM_002061.2	GCLM	2919.131	2921.735	2919.468	2911.313	2919.115	2907.938	2920.406	2918.816	2918.927	2918.368	2918.185	2909.681	2914.397	2898.871	2916.23	2919.141
NM_000350.2	ABCA4	7171.131	7173.735	7171.468	7163.313	7171.115	7159.938	7172.406	7170.816	7170.927	7170.368	7170.185	7161.681	7166.397	7150.871	7168.23	7171.141
NM_004815.3	ARHGAP29	8962.131	8964.735	8962.468	8954.313	8962.115	8950.938	8963.406	8961.816	8961.927	8961.368	8961.185	8952.681	8957.397	8941.871	8959.23	8962.141
NM_001122674.1	ABCD3	812.163	814.767	812.488	804.334	812.159	800.981	813.436	811.851	811.959	811.396	811.208	802.718	807.43	791.921	809.276	812.18
NM_002858.3	ABCD3	3461.131	3463.735	3461.468	3453.313	3461.115	3449.938	3462.406	3460.816	3460.927	3460.368	3460.185	3451.681	3456.397	3440.871	3458.23	3461.141
NM_001993.3	F3	2196.131	2198.735	2196.468	2188.313	2196.115	2184.938	2197.406	2195.816	2195.927	2195.368	2195.185	2186.681	2191.397	2175.871	2193.23	2196.141
NM_001114106.1	SLC44A3	2238.131	2240.735	2238.468	2230.313	2238.115	2226.938	2239.406	2237.816	2237.927	2237.368	2237.185	2228.681	2233.397	2217.871	2235.23	2238.141
NM_152369.3	SLC44A3	2176.131	2178.735	2176.468	2168.313	2176.115	2164.938	2177.406	2175.816	2175.927	2175.368	2175.185	2166.681	2171.397	2155.871	2173.23	2176.141
NM_001839.3	CNN3	1911.131	1913.735	1911.468	1903.313	1911.115	1899.938	1912.406	1910.816	1910.927	1910.368	1910.185	1901.681	1906.397	1890.871	1908.23	1911.141
XM_001134179.2	LOC729970	318.695	321.146	318.917	311.009	318.417	307.873	319.74	318.321	318.576	317.879	317.659	309.24	314.377	300.661	316.178	318.943
NM_144988.3	ALG14	902.131	904.735	902.468	894.313	902.115	890.938	903.406	901.816	901.927	901.368	901.185	892.681	897.397	881.871	899.23	902.141
NM_152487.2	TMEM56	6667.131	6669.735	6667.468	6659.313	6667.115	6655.938	6668.406	6666.816	6666.927	6666.368	6666.185	6657.681	6662.397	6646.871	6664.23	6667.141
NM_001128142.1	RWDD3	981.131	983.735	981.468	973.313	981.115	969.938	982.406	980.816	980.927	980.368	980.185	971.681	976.397	960.871	978.23	981.141
NM_015485.4	RWDD3	1080.131	1082.735	1080.468	1072.313	1080.115	1068.938	1081.406	1079.816	1079.927	1079.368	1079.185	1070.681	1075.397	1059.871	1077.23	1080.141
XM_001134191.1	LOC729977	229.041	231.229	229.215	222.031	228.327	219.116	229.743	228.619	229.162	228.221	227.937	219.91	225.421	213.847	227.124	229.654
XM_002342095.1	LOC100286918	457.237	459.833	457.554	449.426	457.211	446.14	458.498	456.915	457.087	456.494	456.292	447.804	452.6	437.589	454.464	457.366
NM_021190.2	PTBP2	3331.131	3333.735	3331.468	3323.313	3331.115	3319.938	3332.406	3330.816	3330.927	3330.368	3330.185	3321.681	3326.397	3310.871	3328.23	3331.141
NM_000110.3	DPYD	4293.131	4295.735	4293.468	4285.313	4293.115	4281.938	4294.406	4292.816	4292.927	4292.368	4292.185	4283.681	4288.397	4272.871	4290.23	4293.141
XR_079484.1	FLJ35409	2142.131	2144.735	2142.468	2134.313	2142.115	2130.938	2143.406	2141.816	2141.927	2141.368	2141.185	2132.681	2137.397	2121.871	2139.23	2142.141
NM_152238.2	SNX7	1589.131	1591.735	1589.468	1581.313	1589.115	1577.938	1590.406	1588.816	1588.927	1588.368	1588.185	1579.681	1584.397	1568.871	1586.23	1589.141
NM_015976.3	SNX7	1622.131	1624.735	1622.468	1614.313	1622.115	1610.938	1623.406	1621.816	1621.927	1621.368	1621.185	1612.681	1617.397	1601.871	1619.23	1622.141
NM_001010861.2	PAP2D	3845.131	3847.735	3845.468	3837.313	3845.115	3833.938	3846.406	3844.816	3844.927	3844.368	3844.185	3835.681	3840.397	3824.871	3842.23	3845.141
NM_001037317.1	PAP2D	3860.131	3862.735	3860.468	3852.313	3860.115	3848.938	3861.406	3859.816	3859.927	3859.368	3859.185	3850.681	3855.397	3839.871	3857.23	3860.141
NM_014839.3	LPPR4	4817.131	4819.735	4817.468	4809.313	4817.115	4805.938	4818.406	4816.816	4816.927	4816.368	4816.185	4807.681	4812.397	4796.871	4814.23	4817.141
NM_017734.4	PALMD	2423.131	2425.735	2423.468	2415.313	2423.115	2411.938	2424.406	2422.816	2422.927	2422.368	2422.185	2413.681	2418.397	2402.871	2420.23	2423.141
NM_001013660.2	FRRS1	2523.131	2525.735	2523.468	2515.313	2523.115	2511.938	2524.406	2522.816	2522.927	2522.368	2522.185	2513.681	2518.397	2502.871	2520.23	2523.141
NM_000642.2	AGL	7216.131	7218.735	7216.468	7208.313	7216.115	7204.938	7217.406	7215.816	7215.927	7215.368	7215.185	7206.681	7211.397	7195.871	7213.23	7216.141
NM_000028.2	AGL	7294.131	7296.735	7294.468	7286.313	7294.115	7282.938	7295.406	7293.816	7293.927	7293.368	7293.185	7284.681	7289.397	7273.871	7291.23	7294.141
NM_000643.2	AGL	7014.131	7016.735	7014.468	7006.313	7014.115	7002.938	7015.406	7013.816	7013.927	7013.368	7013.185	7004.681	7009.397	6993.871	7011.23	7014.141
NM_000644.2	AGL	6954.131	6956.735	6954.468	6946.313	6954.115	6942.938	6955.406	6953.816	6953.927	6953.368	6953.185	6944.681	6949.397	6933.871	6951.23	6954.141
NM_000646.2	AGL	7027.131	7029.735	7027.468	7019.313	7027.115	7015.938	7028.406	7026.816	7026.927	7026.368	7026.185	7017.681	7022.397	7006.871	7024.23	7027.141
NM_000645.2	AGL	7027.131	7029.735	7027.468	7019.313	7027.115	7015.938	7028.406	7026.816	7026.927	7026.368	7026.185	7017.681	7022.397	7006.871	7024.23	7027.141
XR_041263.2	LOC730081	1946.131	1948.735	1946.468	1938.313	1946.115	1934.938	1947.406	1945.816	1945.927	1945.368	1945.185	1936.681	1941.397	1925.871	1943.23	1946.141
NM_012243.1	SLC35A3	1994.131	1996.735	1994.468	1986.313	1994.115	1982.938	1995.406	1993.816	1993.927	1993.368	1993.185	1984.681	1989.397	1973.871	1991.23	1994.141
NM_033055.2	HIAT1	2486.131	2488.735	2486.468	2478.313	2486.115	2474.938	2487.406	2485.816	2485.927	2485.368	2485.185	2476.681	2481.397	2465.871	2483.23	2486.141
NM_194292.1	SASS6	3744.131	3746.735	3744.468	3736.313	3744.115	3732.938	3745.406	3743.816	3743.927	3743.368	3743.185	3734.681	3739.397	3723.871	3741.23	3744.141
NM_019083.1	CCDC76	2974.131	2976.735	2974.468	2966.313	2974.115	2962.938	2975.406	2973.816	2973.927	2973.368	2973.185	2964.681	2969.397	2953.871	2971.23	2974.141
NM_144620.2	LRRC39	1237.131	1239.735	1237.468	1229.313	1237.115	1225.938	1238.406	1236.816	1236.927	1236.368	1236.185	1227.681	1232.397	1216.871	1234.23	1237.141
NM_001918.2	DBT	10660.131	10662.735	10660.468	10652.313	10660.115	10648.938	10661.406	10659.816	10659.927	10659.368	10659.185	10650.681	10655.397	10639.871	10657.23	10660.141
NM_001130841.1	RTCD1	2468.131	2470.735	2468.468	2460.313	2468.115	2456.938	2469.406	2467.816	2467.927	2467.368	2467.185	2458.681	2463.397	2447.871	2465.23	2468.141
NM_003729.3	RTCD1	2429.131	2431.735	2429.468	2421.313	2429.115	2417.938	2430.406	2428.816	2428.927	2428.368	2428.185	2419.681	2424.397	2408.871	2426.23	2429.141
NM_033313.2	CDC14A	2389.131	2391.735	2389.468	2381.313	2389.115	2377.938	2390.406	2388.816	2388.927	2388.368	2388.185	2379.681	2384.397	2368.871	2386.23	2389.141
NM_033312.2	CDC14A	2291.131	2293.735	2291.468	2283.313	2291.115	2279.938	2292.406	2290.816	2290.927	2290.368	2290.185	2281.681	2286.397	2270.871	2288.23	2291.141
NM_003672.3	CDC14A	4115.131	4117.735	4115.468	4107.313	4115.115	4103.938	4116.406	4114.816	4114.927	4114.368	4114.185	4105.681	4110.397	4094.871	4112.23	4115.141
NM_022049.2	GPR88	3310.131	3312.735	3310.468	3302.313	3310.115	3298.938	3311.406	3309.816	3309.927	3309.368	3309.185	3300.681	3305.397	3289.871	3307.23	3310.141
XM_001726890.2	LOC100128787	189.466	191.514	189.658	183.075	188.419	180.322	190	189.104	189.849	188.724	188.397	180.791	186.334	176.265	187.898	190.305
NM_001078.2	VCAM1	2947.131	2949.735	2947.468	2939.313	2947.115	2935.938	2948.406	2946.816	2946.927	2946.368	2946.185	2937.681	2942.397	2926.871	2944.23	2947.141
NM_080682.1	VCAM1	2671.131	2673.735	2671.468	2663.313	2671.115	2659.938	2672.406	2670.816	2670.927	2670.368	2670.185	2661.681	2666.397	2650.871	2668.23	2671.141
NM_001033025.1	EXTL2	2696.131	2698.735	2696.468	2688.313	2696.115	2684.938	2697.406	2695.816	2695.927	2695.368	2695.185	2686.681	2691.397	2675.871	2693.23	2696.141
NM_001439.2	EXTL2	2732.131	2734.735	2732.468	2724.313	2732.115	2720.938	2733.406	2731.816	2731.927	2731.368	2731.185	2722.681	2727.397	2711.871	2729.23	2732.141
NM_001144884.1	SLC30A7	7745.131	7747.735	7745.468	7737.313	7745.115	7733.938	7746.406	7744.816	7744.927	7744.368	7744.185	7735.681	7740.397	7724.871	7742.23	7745.141
NM_133496.4	SLC30A7	8059.131	8061.735	8059.468	8051.313	8059.115	8047.938	8060.406	8058.816	8058.927	8058.368	8058.185	8049.681	8054.397	8038.871	8056.23	8059.141
NM_001077395.1	DPH5	1632.131	1634.735	1632.468	1624.313	1632.115	1620.938	1633.406	1631.816	1631.927	1631.368	1631.185	1622.681	1627.397	1611.871	1629.23	1632.141
NM_015958.2	DPH5	1635.131	1637.735	1635.468	1627.313	1635.115	1623.938	1636.406	1634.816	1634.927	1634.368	1634.185	1625.681	1630.397	1614.871	1632.23	1635.141
NM_001077394.1	DPH5	1653.131	1655.735	1653.468	1645.313	1653.115	1641.938	1654.406	1652.816	1652.927	1652.368	1652.185	1643.681	1648.397	1632.871	1650.23	1653.141
XM_001719599.2	LOC100131646	438.259	440.847	438.565	430.451	438.223	427.188	439.514	437.932	438.113	437.509	437.303	428.815	433.64	418.722	435.503	438.396
NM_001400.4	S1PR1	2895.131	2897.735	2895.468	2887.313	2895.115	2883.938	2896.406	2894.816	2894.927	2894.368	2894.185	2885.681	2890.397	2874.871	2892.23	2895.141
NM_058170.2	OLFM3	3307.131	3309.735	3307.468	3299.313	3307.115	3295.938	3308.406	3306.816	3306.927	3306.368	3306.185	3297.681	3302.397	3286.871	3304.23	3307.141
NM_080630.2	COL11A1	7019.131	7021.735	7019.468	7011.313	7019.115	7007.938	7020.406	7018.816	7018.927	7018.368	7018.185	7009.681	7014.397	6998.871	7016.23	7019.141
NM_080629.2	COL11A1	7172.131	7174.735	7172.468	7164.313	7172.115	7160.938	7173.406	7171.816	7171.927	7171.368	7171.185	7162.681	7167.397	7151.871	7169.23	7172.141
NM_001854.3	COL11A1	7136.131	7138.735	7136.468	7128.313	7136.115	7124.938	7137.406	7135.816	7135.927	7135.368	7135.185	7126.681	7131.397	7115.871	7133.23	7136.141
NR_024438.2	LOC648740	1833.131	1835.735	1833.468	1825.313	1833.115	1821.938	1834.406	1832.816	1832.927	1832.368	1832.185	1823.681	1828.397	1812.871	1830.23	1833.141
XR_036957.2	LOC100129138	1135.131	1137.735	1135.468	1127.313	1135.115	1123.938	1136.406	1134.816	1134.927	1134.368	1134.185	1125.681	1130.397	1114.871	1132.23	1135.141
XM_002342059.1	LOC642337	426.283	428.86	426.583	418.476	426.228	415.214	427.525	425.941	426.124	425.522	425.32	416.827	421.669	406.834	423.541	426.427
XM_002342097.1	LOC126987	670.168	672.776	670.508	662.348	670.171	658.997	671.458	669.86	669.974	669.419	669.224	660.739	665.46	649.986	667.302	670.211
XM_002342098.1	LOC100287317	39.353	39.859	39.062	38.121	37.833	36.551	39.057	38.903	40.775	39.468	39.352	36.625	38.766	37.241	39.98	40.507
NM_018137.1	PRMT6	2351.131	2353.735	2351.468	2343.313	2351.115	2339.938	2352.406	2350.816	2350.927	2350.368	2350.185	2341.681	2346.397	2330.871	2348.23	2351.141
NM_001113228.1	NTNG1	3019.131	3021.735	3019.468	3011.313	3019.115	3007.938	3020.406	3018.816	3018.927	3018.368	3018.185	3009.681	3014.397	2998.871	3016.23	3019.141
NM_001113226.1	NTNG1	3196.131	3198.735	3196.468	3188.313	3196.115	3184.938	3197.406	3195.816	3195.927	3195.368	3195.185	3186.681	3191.397	3175.871	3193.23	3196.141
NM_014917.2	NTNG1	2777.131	2779.735	2777.468	2769.313	2777.115	2765.938	2778.406	2776.816	2776.927	2776.368	2776.185	2767.681	2772.397	2756.871	2774.23	2777.141
NM_001079874.1	VAV3	2953.131	2955.735	2953.468	2945.313	2953.115	2941.938	2954.406	2952.816	2952.927	2952.368	2952.185	2943.681	2948.397	2932.871	2950.23	2953.141
NM_006113.4	VAV3	4614.131	4616.735	4614.468	4606.313	4614.115	4602.938	4615.406	4613.816	4613.927	4613.368	4613.185	4604.681	4609.397	4593.871	4611.23	4614.141
NM_213651.1	SLC25A24	3172.131	3174.735	3172.468	3164.313	3172.115	3160.938	3173.406	3171.816	3171.927	3171.368	3171.185	3162.681	3167.397	3151.871	3169.23	3172.141
NM_013386.3	SLC25A24	3323.131	3325.735	3323.468	3315.313	3323.115	3311.938	3324.406	3322.816	3322.927	3322.368	3322.185	3313.681	3318.397	3302.871	3320.23	3323.141
NM_001143989.1	NBPF4	3220.131	3222.735	3220.468	3212.313	3220.115	3208.938	3221.406	3219.816	3219.927	3219.368	3219.185	3210.681	3215.397	3199.871	3217.23	3220.141
XR_015169.3	LOC727941	1655.131	1657.735	1655.468	1647.313	1655.115	1643.938	1656.406	1654.816	1654.927	1654.368	1654.185	1645.681	1650.397	1634.871	1652.23	1655.141
NM_001143987.1	NBPF6	2067.131	2069.735	2067.468	2059.313	2067.115	2055.938	2068.406	2066.816	2066.927	2066.368	2066.185	2057.681	2062.397	2046.871	2064.23	2067.141
NM_001143988.1	NBPF6	1980.131	1982.735	1980.468	1972.313	1980.115	1968.938	1981.406	1979.816	1979.927	1979.368	1979.185	1970.681	1975.397	1959.871	1977.23	1980.141
NM_001010883.2	FAM102B	5185.131	5187.735	5185.468	5177.313	5185.115	5173.938	5186.406	5184.816	5184.927	5184.368	5184.185	5175.681	5180.397	5164.871	5182.23	5185.141
NM_001102592.1	C1orf59	1543.131	1545.735	1543.468	1535.313	1543.115	1531.938	1544.406	1542.816	1542.927	1542.368	1542.185	1533.681	1538.397	1522.871	1540.23	1543.141
NM_144584.2	C1orf59	1726.131	1728.735	1726.468	1718.313	1726.115	1714.938	1727.406	1725.816	1725.927	1725.368	1725.185	1716.681	1721.397	1705.871	1723.23	1726.141
NM_018061.2	PRPF38B	3551.131	3553.735	3551.468	3543.313	3551.115	3539.938	3552.406	3550.816	3550.927	3550.368	3550.185	3541.681	3546.397	3530.871	3548.23	3551.141
NM_001144937.1	FNDC7	2909.131	2911.735	2909.468	2901.313	2909.115	2897.938	2910.406	2908.816	2908.927	2908.368	2908.185	2899.681	2904.397	2888.871	2906.23	2909.141
NM_007269.2	STXBP3	2348.131	2350.735	2348.468	2340.313	2348.115	2336.938	2349.406	2347.816	2347.927	2347.368	2347.185	2338.681	2343.397	2327.871	2345.23	2348.141
NM_152763.3	C1orf62	2895.131	2897.735	2895.468	2887.313	2895.115	2883.938	2896.406	2894.816	2894.927	2894.368	2894.185	2885.681	2890.397	2874.871	2892.23	2895.141
XR_041428.1	LOC642864	214.483	216.615	214.651	207.683	213.651	204.812	215.115	214.107	214.68	213.684	213.345	205.485	211.058	199.957	212.702	215.199
NM_013296.4	GPSM2	2878.131	2880.735	2878.468	2870.313	2878.115	2866.938	2879.406	2877.816	2877.927	2877.368	2877.185	2868.681	2873.397	2857.871	2875.23	2878.141
NM_001048210.1	CLCC1	4670.131	4672.735	4670.468	4662.313	4670.115	4658.938	4671.406	4669.816	4669.927	4669.368	4669.185	4660.681	4665.397	4649.871	4667.23	4670.141
NM_015127.3	CLCC1	4530.131	4532.735	4530.468	4522.313	4530.115	4518.938	4531.406	4529.816	4529.927	4529.368	4529.185	4520.681	4525.397	4509.871	4527.23	4530.141
NM_001142551.1	WDR47	4197.131	4199.735	4197.468	4189.313	4197.115	4185.938	4198.406	4196.816	4196.927	4196.368	4196.185	4187.681	4192.397	4176.871	4194.23	4197.141
NM_014969.5	WDR47	4200.131	4202.735	4200.468	4192.313	4200.115	4188.938	4201.406	4199.816	4199.927	4199.368	4199.185	4190.681	4195.397	4179.871	4197.23	4200.141
NM_001142550.1	WDR47	4221.131	4223.735	4221.468	4213.313	4221.115	4209.938	4222.406	4220.816	4220.927	4220.368	4220.185	4211.681	4216.397	4200.871	4218.23	4221.141
NM_005645.3	TAF13	422.29	424.862	422.587	414.481	422.23	411.224	423.529	421.947	422.127	421.53	421.327	412.83	417.685	402.872	419.549	422.435
NM_020141.3	TMEM167B	2595.131	2597.735	2595.468	2587.313	2595.115	2583.938	2596.406	2594.816	2594.927	2594.368	2594.185	2585.681	2590.397	2574.871	2592.23	2595.141
NR_003023.1	SCARNA2	266.267	268.602	266.473	258.897	265.771	255.862	267.133	265.842	266.237	265.451	265.195	256.939	262.297	249.625	264.031	266.734
NM_001122961.1	C1orf194	576.19	578.788	576.515	568.367	576.179	565.021	577.466	575.87	576.002	575.435	575.24	566.761	571.486	556.114	573.343	576.259
NM_020775.2	KIAA1324	3243.131	3245.735	3243.468	3235.313	3243.115	3231.938	3244.406	3242.816	3242.927	3242.368	3242.185	3233.681	3238.397	3222.871	3240.23	3243.141
NM_006513.2	SARS	1740.131	1742.735	1740.468	1732.313	1740.115	1728.938	1741.406	1739.816	1739.927	1739.368	1739.185	1730.681	1735.397	1719.871	1737.23	1740.141
NM_001408.2	CELSR2	10385.131	10387.735	10385.468	10377.313	10385.115	10373.938	10386.406	10384.816	10384.927	10384.368	10384.185	10375.681	10380.397	10364.871	10382.23	10385.141
NM_032636.6	PSRC1	1564.131	1566.735	1564.468	1556.313	1564.115	1552.938	1565.406	1563.816	1563.927	1563.368	1563.185	1554.681	1559.397	1543.871	1561.23	1564.141
NM_001005290.2	PSRC1	1463.131	1465.735	1463.468	1455.313	1463.115	1451.938	1464.406	1462.816	1462.927	1462.368	1462.185	1453.681	1458.397	1442.871	1460.23	1463.141
NM_001032291.1	PSRC1	1566.131	1568.735	1566.468	1558.313	1566.115	1554.938	1567.406	1565.816	1565.927	1565.368	1565.185	1556.681	1561.397	1545.871	1563.23	1566.141
NM_001032290.1	PSRC1	1656.131	1658.735	1656.468	1648.313	1656.115	1644.938	1657.406	1655.816	1655.927	1655.368	1655.185	1646.681	1651.397	1635.871	1653.23	1656.141
NM_001010985.2	MYBPHL	1217.131	1219.735	1217.468	1209.313	1217.115	1205.938	1218.406	1216.816	1216.927	1216.368	1216.185	1207.681	1212.397	1196.871	1214.23	1217.141
NM_002959.4	SORT1	6863.131	6865.735	6863.468	6855.313	6863.115	6851.938	6864.406	6862.816	6862.927	6862.368	6862.185	6853.681	6858.397	6842.871	6860.23	6863.141
NM_002790.2	PSMA5	819.163	821.766	819.488	811.334	819.155	807.981	820.435	818.851	818.959	818.396	818.207	809.712	814.429	798.921	816.273	819.176
NM_001040709.1	SYPL2	3624.131	3626.735	3624.468	3616.313	3624.115	3612.938	3625.406	3623.816	3623.927	3623.368	3623.185	3614.681	3619.397	3603.871	3621.23	3624.141
NM_153340.4	ATXN7L2	2233.131	2235.735	2233.468	2225.313	2233.115	2221.938	2234.406	2232.816	2232.927	2232.368	2232.185	2223.681	2228.397	2212.871	2230.23	2233.141
NM_001134402.1	CYB561D1	4650.131	4652.735	4650.468	4642.313	4650.115	4638.938	4651.406	4649.816	4649.927	4649.368	4649.185	4640.681	4645.397	4629.871	4647.23	4650.141
NM_001134404.1	CYB561D1	4959.131	4961.735	4959.468	4951.313	4959.115	4947.938	4960.406	4958.816	4958.927	4958.368	4958.185	4949.681	4954.397	4938.871	4956.23	4959.141
NM_001134403.1	CYB561D1	4882.131	4884.735	4882.468	4874.313	4882.115	4870.938	4883.406	4881.816	4881.927	4881.368	4881.185	4872.681	4877.397	4861.871	4879.23	4882.141
NM_001134400.1	CYB561D1	4844.131	4846.735	4844.468	4836.313	4844.115	4832.938	4845.406	4843.816	4843.927	4843.368	4843.185	4834.681	4839.397	4823.871	4841.23	4844.141
NM_182580.2	CYB561D1	4778.131	4780.735	4778.468	4770.313	4778.115	4766.938	4779.406	4777.816	4777.927	4777.368	4777.185	4768.681	4773.397	4757.871	4775.23	4778.141
NM_020703.2	AMIGO1	2316.131	2318.735	2316.468	2308.313	2316.115	2304.938	2317.406	2315.816	2315.927	2315.368	2315.185	2306.681	2311.397	2295.871	2313.23	2316.141
NM_031936.4	GPR61	2668.131	2670.735	2668.468	2660.313	2668.115	2656.938	2669.406	2667.816	2667.927	2667.368	2667.185	2658.681	2663.397	2647.871	2665.23	2668.141
NM_006496.2	GNAI3	4575.131	4577.735	4575.468	4567.313	4575.115	4563.938	4576.406	4574.816	4574.927	4574.368	4574.185	4565.681	4570.397	4554.871	4572.23	4575.141
