gene_id	gene_name	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
CHD4	CHD4	6342.131	6344.735	6342.468	6334.313	6342.115	6330.938	6343.406	6341.816	6341.927	6341.368	6341.185	6332.681	6337.397	6321.871	6339.23	6342.141
CHD5	CHD5	9491.131	9493.735	9491.468	9483.313	9491.115	9479.938	9492.406	9490.816	9490.927	9490.368	9490.185	9481.681	9486.397	9470.871	9488.23	9491.141
CHD6	CHD6	10234.131	10236.735	10234.468	10226.313	10234.115	10222.938	10235.406	10233.816	10233.927	10233.368	10233.185	10224.681	10229.397	10213.871	10231.23	10234.141
CHD7	CHD7	10289.131	10291.735	10289.468	10281.313	10289.115	10277.938	10290.406	10288.816	10288.927	10288.368	10288.185	10279.681	10284.397	10268.871	10286.23	10289.141
CHD8	CHD8	7262.131	7264.735	7262.468	7254.313	7262.115	7250.938	7263.406	7261.816	7261.927	7261.368	7261.185	7252.681	7257.397	7241.871	7259.23	7262.141
CHD9	CHD9	11307.131	11309.735	11307.468	11299.313	11307.115	11295.938	11308.406	11306.816	11306.927	11306.368	11306.185	11297.681	11302.397	11286.871	11304.23	11307.141
CHDH	CHDH	3487.131	3489.735	3487.468	3479.313	3487.115	3475.938	3488.406	3486.816	3486.927	3486.368	3486.185	3477.681	3482.397	3466.871	3484.23	3487.141
CHEK1	CHEK1	2043.9931947986	1988.08197958424	1998.32418477019	1994.67139883339	1999.23841946332	2035.78198148068	2013.50763254385	2025.49465714746	2008.75598700813	1991.27136360445	2017.95867607847	1948.65798762157	1981.22110444772	2044.43178754799	2011.22232311318	2133.07623537942
CHEK2	CHEK2	1712.09520190945	1708.49037978877	1709.02827035443	1698.08359207724	1716.64397203694	1688.26644893482	1704.406	1702.816	1706.08593194176	1704.37172597075	1706.70473557365	1694.62524580941	1698.397	1694.22988033174	1694.79333863529	1712.17961415969
CHERP	CHERP	3940.131	3942.735	3940.468	3932.313	3940.115	3928.938	3941.406	3939.816	3939.927	3939.368	3939.185	3930.681	3935.397	3919.871	3937.23	3940.141
CHFR	CHFR	2983.131	2985.735	2983.468	2975.313	2983.115	2971.938	2984.406	2982.816	2982.927	2982.368	2982.185	2973.681	2978.397	2962.871	2980.23	2983.141
CHGA	CHGA	1887.21637511772	1887.21637511772	1887.21637511772	1887.21637511772	1887.21637511772	1887.21637511772	1889.406	1887.21637511772	1887.927	1887.21637511772	1887.21637511772	1887.21637511772	1883.397	1887.21637511772	1887.21637511772	1888.141
CHGB	CHGB	2497.131	2499.735	2497.468	2489.313	2497.115	2485.938	2493.41411104946	2496.816	2496.927	2496.368	2496.185	2487.681	2492.397	2476.871	2494.23	2497.141
CHI3L1	CHI3L1	1682.131	1684.735	1682.468	1674.313	1682.115	1670.938	1683.406	1681.816	1681.927	1681.368	1681.185	1672.681	1677.397	1661.871	1679.23	1682.141
CHI3L2	CHI3L2	1313.19268618034	1316.72551030593	1314.19845869812	1304.60882304991	1313.84424868255	1302.91803395734	1314.17831844879	1313.47451610444	1310.37709906036	1312.43410157663	1311.8755998546	1302.05151624015	1308.94212930052	1291.87657039594	1311.10173830037	1311.65257572315
CHIA	CHIA	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938	1193.938
CHIC1	CHIC1	6754.131	6756.735	6754.468	6746.313	6754.115	6742.938	6755.406	6753.816	6753.927	6753.368	6753.185	6744.681	6749.397	6733.871	6751.23	6754.141
CHIC2	CHIC2	970.131	972.735	970.468	962.313	970.115	958.938	971.406	969.816	969.927	969.368	969.185	960.681	965.397	949.871	967.23	970.141
CHID1	CHID1	3186.73090229386	3189.90546980568	3186.83005735585	3181.95600436379	3182.26882024762	3180.17762269284	3193.85694357251	3187.12632961267	3183.90782015564	3187.5079728549	3188.21918958147	3177.95816083685	3187.41065594687	3171.58480093639	3188.0772282903	3189.81987057945
CHIT1	CHIT1	2152.131	2154.735	2152.468	2150.41212046003	2150.41212046003	2140.938	2150.41212046003	2151.816	2150.41212046003	2150.41212046003	2150.41212046003	2150.41212046003	2150.41212046003	2150.41212046003	2150.41212046003	2150.41212046003
CHKA	CHKA	2546.13944732462	2561.70598659237	2562.468	2554.313	2559.34486498643	2550.938	2563.406	2550.99784561954	2553.64488992604	2561.368	2557.33901914378	2552.681	2557.397	2541.871	2559.23	2562.141
CHL1	CHL1	7495.131	7497.735	7495.468	7487.313	7495.115	7483.938	7496.406	7494.816	7494.927	7494.368	7494.185	7485.681	7490.397	7474.871	7492.23	7495.141
CHM	CHM	5181.8432145579	5107.69172354579	5105.60569728918	5163.44446828761	5119.92275824988	5195.76039962889	5129.92219798376	5175.66282059531	5140.06480909554	5128.93910240924	5060.71472159952	5160.13813004909	5013.12724160018	5113.38599300875	4934.73305741413	5144.32466001223
CHML	CHML	6912.131	6914.735	6912.468	6904.313	6912.115	6900.938	6913.406	6911.816	6911.927	6911.368	6911.185	6902.681	6907.397	6891.871	6909.23	6912.141
CHMP1A	CHMP1A	2199.14478243295	2201.92946312506	2199.15787233976	2191.46389749497	2199.68456408676	2188.65603859111	2200.06190212092	2199.65789356787	2199.927	2198.97648503488	2197.80965203743	2189.7678299777	2195.23370483124	2178.28620824946	2197.06138976544	2197.96964097983
CHMP1B	CHMP1B	2905.131	2907.735	2905.468	2897.313	2905.115	2893.938	2906.406	2904.816	2904.927	2904.368	2904.185	2895.681	2900.397	2884.871	2902.23	2905.141
CHMP2A	CHMP2A	749.319245345193	751.201523028955	749.579602237184	742.376290919069	748.653450023028	737.808169788716	750.719834670317	749.593394263367	750.175410724677	749.700878724249	749.523174677495	741.60090282458	745.12950875162	729.724213533853	746.862996409583	751.115279765809
CHMP2B	CHMP2B	2473.131	2475.735	2473.468	2465.313	2473.115	2461.938	2474.406	2472.816	2472.927	2472.368	2472.185	2463.681	2468.397	2452.871	2470.23	2473.141
CHMP4A	CHMP4A	1350.131	1352.735	1350.468	1342.313	1350.115	1338.938	1351.406	1349.816	1349.927	1349.368	1349.185	1340.681	1345.397	1329.871	1347.23	1350.141
CHMP4B	CHMP4B	1480.131	1482.735	1480.468	1472.313	1480.115	1468.938	1481.406	1479.816	1479.927	1479.368	1479.185	1470.681	1475.397	1459.871	1477.23	1480.141
CHMP4C	CHMP4C	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368	1691.368
CHMP5	CHMP5	1364.131	1366.735	1364.468	1356.313	1364.115	1352.938	1365.406	1363.816	1363.927	1363.368	1363.185	1354.681	1359.397	1343.871	1361.23	1364.141
CHMP6	CHMP6	1509.131	1511.735	1509.468	1501.313	1509.115	1497.938	1510.406	1508.816	1508.927	1508.368	1508.185	1499.681	1504.397	1488.871	1506.23	1509.141
CHMP7	CHMP7	3255.131	3257.735	3255.468	3247.313	3255.115	3243.938	3256.406	3254.816	3254.927	3254.368	3254.185	3245.681	3250.397	3234.871	3252.23	3255.141
CHN1	CHN1	2526.24207532598	2512.67938703431	2489.8444575726	2498.44247331328	2533.07421256469	2496.04856526582	2558.406	2492.11755331268	2520.89372418785	2505.40527501028	2515.56430523363	2463.72405982965	2475.7099941951	2511.36986867686	2493.00888582693	2517.21327410305
CHN2	CHN2	2796.18436772898	2680.735	2678.468	2749.4336877188	2678.115	2784.46464177247	2839.55984332453	3281.816	2677.927	2774.04130539987	2677.185	2668.681	2673.397	2657.871	2675.23	2678.141
CHODL	CHODL	2386.18741197695	2392.735	2390.468	2382.313	2390.115	2378.938	2391.406	2386.18741197695	2389.927	2389.368	2389.185	2380.681	2385.397	2369.871	2386.18741197695	2390.141
CHORDC1	CHORDC1	3230.131	3232.735	3230.468	3222.313	3230.115	3218.938	3231.406	3229.816	3229.927	3229.368	3229.185	3220.681	3225.397	3209.871	3227.23	3230.141
CHP	CHP	3075.131	3077.735	3075.468	3067.313	3075.115	3063.938	3076.406	3074.816	3074.927	3074.368	3074.185	3065.681	3070.397	3054.871	3072.23	3075.141
CHP2	CHP2	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625	2207.732625
CHPF	CHPF	2836.131	2838.735	2836.468	2828.313	2836.115	2824.938	2837.406	2835.816	2835.927	2835.368	2835.185	2826.681	2831.397	2815.871	2833.23	2836.141
CHPT1	CHPT1	1412.131	1414.735	1412.468	1404.313	1412.115	1400.938	1413.406	1411.816	1411.927	1411.368	1411.185	1402.681	1407.397	1391.871	1409.23	1412.141
CHRAC1	CHRAC1	2333.41095176286	2338.23421605001	2332.88701502867	2322.10459299539	2325.99510225752	2306.46104132164	2344.50833406612	2332.22106611838	2335.51962349626	2326.87484148193	2327.74646488339	2306.63464869353	2332.17881552047	2314.17601658213	2332.19591745155	2329.02796615863
CHRD	CHRD	3366.131	3368.735	3366.468	3358.313	3366.115	3354.938	3367.406	3365.816	3365.927	3365.368	3365.185	3356.681	3361.397	3345.871	3363.23	3366.141
CHRDL1	CHRDL1	3893.34579370549	3919.52612005566	3922.33596534772	3913.80179929652	3943.2917580687	3928.72069535019	3900.08580959765	3945.816	3945.39412772444	3906.95596736539	3944.71568186907	3899.00263043951	3902.02627055724	3891.94268388921	3917.68134694837	3946.141
CHRDL2	CHRDL2	1523.131	1525.735	1523.468	1515.313	1523.115	1511.938	1524.406	1522.816	1522.927	1522.368	1522.185	1513.681	1518.397	1502.871	1520.23	1523.141
CHRFAM7A	CHRFAM7A	2703.131	2705.735	2682.34476157213	2695.313	2639.115	2691.938	2704.406	2702.816	2638.927	2688.25662890531	2702.185	2693.681	2698.397	2663.84568973145	2700.23	2703.141
CHRM1	CHRM1	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871	2647.871
CHRM2	CHRM2	2437.42841486977	2443.39991197172	2436.55420317736	2442.8527683057	2412.44982761278	2430.83256309567	2364.82000115804	2412.68841330058	2416.57497867465	2416.84387909352	2433.26521312591	2431.03604848673	2451.4441353683	2411.95670971403	2434.31591812181	2422.0067436223
CHRM3	CHRM3	2590.52037866161	2590.52037866161	2590.52037866161	2585.313	2593.115	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2590.52037866161	2593.141
CHRM4	CHRM4	1313.131	1315.735	1313.468	1305.313	1313.115	1301.938	1308.77681401051	1308.77681401051	1312.927	1312.368	1312.185	1303.681	1308.77681401051	1292.871	1308.77681401051	1308.77681401051
CHRM5	CHRM5	2884.131	2886.735	2884.468	2879.76218412621	2884.115	2872.938	2879.76218412621	2883.816	2879.76218412621	2879.76218412621	2883.185	2874.681	2879.76218412621	2863.871	2879.76218412621	2879.76218412621
CHRNA1	CHRNA1	1904.131	1831.735	1831.34490344276	1821.313	1829.115	1817.938	1830.406	1831.34490344276	1828.927	1828.368	1828.185	1819.681	1831.34490344276	1808.871	1831.34490344276	1829.141
CHRNA10	CHRNA10	1790.131	1792.735	1790.468	1782.313	1790.115	1778.938	1791.406	1789.816	1789.927	1789.368	1789.185	1780.681	1785.397	1769.871	1787.23	1790.141
CHRNA2	CHRNA2	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185	3911.185
CHRNA3	CHRNA3	2844.131	2839.99069790258	2839.99069790258	2836.313	2839.99069790258	2832.938	2839.99069790258	2843.816	2839.99069790258	2843.368	2839.99069790258	2839.99069790258	2839.397	2839.99069790258	2839.99069790258	2839.99069790258
CHRNA4	CHRNA4	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131	5332.131
CHRNA5	CHRNA5	2269.21497411511	2275.735	2269.21497411511	2265.313	2273.115	2261.938	2274.406	2272.816	2272.927	2272.368	2272.185	2263.681	2268.397	2252.871	2270.23	2273.141
CHRNA6	CHRNA6	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625	1931.732625
CHRNA7	CHRNA7	2016.131	2018.735	2016.468	2008.313	2011.23548321066	2004.938	2011.23548321066	2011.23548321066	2011.23548321066	2011.23548321066	2011.23548321066	2011.23548321066	2011.397	1995.871	2013.23	2016.141
CHRNA9	CHRNA9	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625	1733.732625
CHRNB1	CHRNB1	2282.131	2284.735	2282.468	2274.313	2282.115	2270.938	2283.406	2281.816	2281.927	2281.368	2281.185	2272.681	2277.397	2261.871	2279.23	2282.141
CHRNB2	CHRNB2	5564.131	5566.735	5564.468	5560.62065329208	5564.115	5552.938	5565.406	5563.816	5560.62065329208	5560.62065329208	5563.185	5554.681	5559.397	5543.871	5561.23	5564.141
CHRNB3	CHRNB3	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625	1794.732625
CHRNB4	CHRNB4	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625	2289.732625
CHRND	CHRND	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625	1582.732625
CHRNE	CHRNE	2305.131	2307.735	2305.468	2297.313	2305.115	2293.938	2306.406	2304.816	2304.927	2304.368	2304.185	2295.681	2300.397	2284.871	2302.23	2305.141
CHRNG	CHRNG	2023.6642249924	2023.6642249924	2023.6642249924	2024.313	2032.115	2023.6642249924	2023.6642249924	2023.6642249924	2023.6642249924	2023.6642249924	2023.6642249924	2022.681	2027.397	2011.871	2023.6642249924	2023.6642249924
CHST1	CHST1	2556.16501193329	2556.16501193329	2556.16501193329	2556.16501193329	2563.115	2556.16501193329	2556.16501193329	2562.816	2556.16501193329	2556.16501193329	2556.16501193329	2553.681	2558.397	2542.871	2556.16501193329	2556.16501193329
CHST10	CHST10	2660.131	2662.735	2660.468	2652.313	2660.115	2648.938	2661.406	2659.816	2659.927	2659.368	2659.185	2650.681	2655.397	2639.871	2657.23	2660.141
CHST11	CHST11	1497.131	1499.735	1497.468	1489.313	1497.115	1485.938	1498.406	1496.816	1496.927	1496.368	1496.185	1487.681	1492.397	1476.871	1494.23	1497.141
CHST12	CHST12	1938.131	1940.735	1938.468	1930.313	1938.115	1926.938	1939.406	1937.816	1937.927	1937.368	1937.185	1928.681	1933.397	1917.871	1935.23	1938.141
CHST13	CHST13	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625	1580.732625
CHST14	CHST14	1987.131	1989.735	1987.468	1979.313	1987.115	1975.938	1988.406	1986.816	1986.927	1986.368	1986.185	1977.681	1982.397	1966.871	1984.23	1987.141
CHST2	CHST2	2888.131	2890.735	2888.468	2880.313	2888.115	2876.938	2889.406	2887.816	2887.927	2887.368	2887.185	2878.681	2883.397	2867.871	2885.23	2888.141
CHST3	CHST3	6818.131	6820.735	6818.468	6810.313	6818.115	6806.938	6819.406	6817.816	6817.927	6817.368	6817.185	6808.681	6813.397	6797.871	6815.23	6818.141
CHST4	CHST4	1851.70685304925	1856.735	1851.70685304925	1851.70685304925	1851.70685304925	1842.938	1851.70685304925	1853.816	1851.70685304925	1853.368	1851.70685304925	1851.70685304925	1851.70685304925	1851.70685304925	1851.70685304925	1851.70685304925
CHST5	CHST5	3091.32685334183	3091.32685334183	3091.32685334183	3087.313	3095.115	3083.938	3091.32685334183	3091.32685334183	3094.927	3094.368	3094.185	3085.681	3090.397	3091.32685334183	3092.23	3095.141
CHST6	CHST6	6730.131	6732.735	6730.468	6722.313	6730.115	6718.938	6726.12924297006	6729.816	6729.927	6726.12924297006	6729.185	6720.681	6725.397	6709.871	6726.12924297006	6730.141
CHST7	CHST7	2156.131	2158.735	2156.468	2148.313	2156.115	2144.938	2157.406	2155.816	2155.927	2155.368	2155.185	2146.681	2151.397	2135.871	2153.23	2156.141
CHST8	CHST8	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1979.29009380763	1981.185	1979.29009380763	1977.397	1979.29009380763	1979.29009380763	1979.29009380763
CHST9	CHST9	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625	11237.732625
CHSY1	CHSY1	4380.131	4382.735	4380.468	4372.313	4380.115	4368.938	4381.406	4379.816	4379.927	4379.368	4379.185	4370.681	4375.397	4359.871	4377.23	4380.141
CHSY3	CHSY3	3337.131	3339.735	3337.468	3329.313	3337.115	3325.938	3338.406	3336.816	3336.927	3336.368	3336.185	3327.681	3332.397	3316.871	3334.23	3337.141
CHTF18	CHTF18	2935.131	2937.735	2935.468	2927.313	2935.115	2923.938	2936.406	2934.816	2934.927	2934.368	2934.185	2925.681	2930.397	2914.871	2932.23	2935.141
CHTF8	CHTF8	2749.70703381822	2751.13121971988	2752.68590876743	2738.80152860968	2750.66816508011	2742.9796999181	2753.51564357528	2748.85742503665	2754.16919805527	2746.04369371924	2750.93834652328	2738.83534790892	2750.17411157823	2734.51555724711	2743.37528932058	2753.25546965865
CHUK	CHUK	3369.131	3371.735	3369.468	3361.313	3369.115	3357.938	3370.406	3368.816	3368.927	3368.368	3368.185	3359.681	3364.397	3348.871	3366.23	3369.141
CHURC1	CHURC1	3226.131	3228.735	3226.468	3218.313	3226.115	3214.938	3227.406	3225.816	3225.927	3225.368	3225.185	3216.681	3221.397	3205.871	3223.23	3226.141
CIAO1	CIAO1	3898.131	3900.735	3898.468	3890.313	3898.115	3886.938	3899.406	3897.816	3897.927	3897.368	3897.185	3888.681	3893.397	3877.871	3895.23	3898.141
CIAPIN1	CIAPIN1	1951.131	1953.735	1951.468	1943.313	1951.115	1939.938	1952.406	1950.816	1950.927	1950.368	1950.185	1941.681	1946.397	1930.871	1948.23	1951.141
CIB1	CIB1	822.163	824.766	822.488	814.334	822.155	810.981	823.435	821.851	821.959	821.396	821.206	812.712	817.428	801.921	819.271	822.176
CIB2	CIB2	1392.131	1394.735	1392.468	1384.313	1392.115	1380.938	1393.406	1391.816	1391.927	1391.368	1391.185	1382.681	1387.397	1371.871	1389.23	1392.141
CIB3	CIB3	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031	506.031
CIB4	CIB4	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875	586.809875
CIC	CIC	5318.131	5320.735	5318.468	5310.313	5318.115	5306.938	5319.406	5317.816	5317.927	5317.368	5317.185	5308.681	5313.397	5297.871	5315.23	5318.141
CIDEA	CIDEA	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115	895.115
CIDEB	CIDEB	2087.131	2089.735	2087.468	2079.313	2087.115	2075.938	2088.406	2086.816	2086.927	2086.368	2086.185	2077.681	2082.397	2066.871	2084.23	2087.141
CIDEC	CIDEC	1122.131	1124.735	1122.468	1114.313	1122.115	1110.938	1123.406	1121.816	1121.927	1121.368	1121.185	1112.681	1117.397	1119.84959839653	1119.23	1122.141
CIDECP	CIDECP	648.17	650.777	648.508	640.354	648.174	637.002	649.46	647.861	647.983	647.425	647.232	638.744	643.463	628.006	645.312	648.219
CIITA	CIITA	4499.131	4501.735	4494.09292993031	4491.313	4494.09292993031	4487.938	4500.406	4494.09292993031	4494.09292993031	4498.368	4494.09292993031	4489.681	4494.397	4478.871	4494.09292993031	4499.141
CILP	CILP	4313.131	4315.735	4313.468	4305.313	4313.115	4301.938	4314.406	4312.816	4312.927	4312.368	4312.185	4303.681	4308.397	4292.871	4310.23	4313.141
CILP2	CILP2	4044.131	4046.735	4040.28096136295	4036.313	4044.115	4032.938	4045.406	4043.816	4043.927	4043.368	4043.185	4034.681	4040.28096136295	4023.871	4041.23	4040.28096136295
CINP	CINP	824.163	826.766	824.488	816.334	824.155	812.98	825.435	823.851	823.959	823.396	823.205	814.712	819.428	803.919	821.27	824.175
CIR	CIR	1638.131	1640.735	1638.468	1630.313	1638.115	1626.938	1639.406	1637.816	1637.927	1637.368	1637.185	1628.681	1633.397	1617.871	1635.23	1638.141
CIRBP	CIRBP	1682.52591643461	1557.72551193641	1614.11200270551	1770.33230658341	1726.61759929297	1610.21415483248	1613.95134945473	1661.69226352134	1628.0661182711	1712.43682539227	1698.92217790982	1722.17944892345	1679.67581467388	1635.7013059444	1668.87868302847	1712.2897876887
CIRH1A	CIRH1A	2099.131	2101.735	2099.468	2091.313	2099.115	2087.938	2100.406	2098.816	2098.927	2098.368	2098.185	2089.681	2094.397	2078.871	2096.23	2099.141
CISD1	CISD1	1920.131	1922.735	1920.468	1912.313	1920.115	1908.938	1921.406	1919.816	1919.927	1919.368	1919.185	1910.681	1915.397	1899.871	1917.23	1920.141
CISD2	CISD2	1686.131	1688.735	1686.468	1678.313	1686.115	1674.938	1687.406	1685.816	1685.927	1685.368	1685.185	1676.681	1681.397	1665.871	1683.23	1686.141
CISD3	CISD3	2481.131	2483.735	2481.468	2473.313	2481.115	2469.938	2482.406	2480.816	2480.927	2480.368	2480.185	2471.681	2476.397	2460.871	2478.23	2481.141
CISH	CISH	1956.131	1958.735	1956.468	1948.313	1956.115	1944.938	1957.406	1955.816	1955.927	1955.368	1955.185	1946.681	1951.397	1935.871	1953.23	1956.141
CIT	CIT	8421.131	8423.735	8421.468	8413.313	8421.115	8409.938	8422.406	8420.816	8420.927	8420.368	8420.185	8411.681	8416.397	8400.871	8418.23	8421.141
CITED1	CITED1	667.168	669.776	667.508	724.679197904832	724.679197904832	655.998	1089.406	666.86	724.679197904832	1087.368	724.679197904832	657.74	662.46	646.989	664.306	724.679197904832
CITED2	CITED2	1775.131	1777.735	1775.468	1767.313	1775.115	1763.938	1776.406	1774.816	1774.927	1774.368	1774.185	1765.681	1770.397	1754.871	1772.23	1775.141
CITED4	CITED4	1136.131	1138.735	1136.468	1128.313	1136.115	1124.938	1137.406	1135.816	1135.927	1135.368	1135.185	1126.681	1131.397	1115.871	1133.23	1136.141
CIZ1	CIZ1	2793.03220820387	2801.57192181891	2799.658553832	2793.28779673556	2805.29567895695	2793.59253020109	2807.27214798225	2798.32378833341	2803.08506794573	2800.10930858816	2806.25679241226	2789.51179023926	2793.17662339402	2773.51078271104	2791.42167498605	2775.43004661117
CKAP2	CKAP2	3578.131	3581.49373162601	3578.63833653504	3571.03489310601	3578.47119824601	3567.3653552207	3580.11978283149	3578.72110928212	3578.76213948577	3577.95659464739	3578.03056951949	3569.43589107321	3574.399434952	3558.32495941539	3576.31843635419	3578.83104497831
CKAP2L	CKAP2L	3118.131	3120.735	3118.468	3110.313	3118.115	3106.938	3119.406	3117.816	3117.927	3117.368	3117.185	3108.681	3113.397	3097.871	3115.23	3118.141
CKAP4	CKAP4	2881.131	2883.735	2881.468	2873.313	2881.115	2869.938	2882.406	2880.816	2880.927	2880.368	2880.185	2871.681	2876.397	2860.871	2878.23	2881.141
CKAP5	CKAP5	6543.131	6545.735	6543.468	6535.313	6543.115	6530.99812782007	6544.406	6542.816	6542.927	6542.368	6542.185	6532.95886274311	6538.397	6521.86863611958	6540.23	6543.141
CKB	CKB	1276.131	1278.735	1276.468	1268.313	1276.115	1264.938	1277.406	1275.816	1275.927	1275.368	1275.185	1266.681	1271.397	1255.871	1273.23	1276.141
CKLF	CKLF	422.889452836121	429.843549628312	461.824053806329	420.277278203921	442.929009009073	429.556951800047	431.796650937022	418.440567295657	448.110385319914	441.232373701374	429.163297106599	426.654065463528	423.923866883959	400.106115115794	430.840232757922	429.03505596715
CKM	CKM	1398.33694711371	1398.33694711371	1402.468	1394.313	1398.33694711371	1390.938	1398.33694711371	1398.33694711371	1401.927	1398.33694711371	1401.185	1398.33694711371	1398.33694711371	1398.33694711371	1399.23	1398.33694711371
CKMT2	CKMT2	1323.131	1325.735	1327.468	1319.313	1327.115	1311.938	1324.406	1322.816	1326.927	1322.368	1322.185	1313.681	1318.397	1304.85271434204	1322.22509242094	1323.141
CKS1B	CKS1B	665.362283696796	664.577418767729	661.508	657.819059615989	662.094852251299	654.43273751079	671.015056722491	665.363719627236	663.860672189763	661.764533247209	662.467221370406	651.743	659.739630258156	644.027165966545	659.431842939507	662.053063014985
CKS2	CKS2	458.235	460.832	458.553	450.425	458.211	447.138	459.497	457.914	458.085	457.493	457.291	448.804	453.599	438.583	455.462	458.365
CLASP1	CLASP1	7760.72732128968	7768.29068376224	7781.96908918143	7754.42347331978	7756.80558935896	7744.87755111072	7761.30399836728	7765.21934088812	7759.01453299133	7753.85890108193	7764.75460660557	7748.01251038085	7749.29071204153	7732.32601722309	7748.87338702769	7762.01267127522
CLASP2	CLASP2	7106.131	7108.735	7106.468	7098.313	7106.115	7094.938	7107.406	7105.816	7105.927	7105.368	7105.185	7096.681	7101.397	7085.871	7103.23	7106.141
CLC	CLC	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625	471.8845625
CLCA1	CLCA1	2968.131	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2966.68014540328	2965.23	2966.68014540328
CLCA2	CLCA2	3870.131	3872.735	3870.468	3862.313	3870.115	3858.938	3871.406	3869.816	3869.927	3869.368	3869.185	3860.681	3865.397	3849.871	3867.23	3870.141
CLCA3P	CLCA3P	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625	3253.732625
CLCA4	CLCA4	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115	2949.115
CLCC1	CLCC1	4619.36364023405	4630.9469452568	4630.61019262894	4620.35370829743	4637.27236978987	4629.58066303352	4632.77534144333	4620.43648264543	4617.1837644453	4634.64317030148	4643.17669665233	4628.90610712017	4624.32139867961	4611.81564644099	4627.39244834918	4616.89976106668
CLCF1	CLCF1	1687.131	1689.735	1687.468	1679.313	1687.115	1675.938	1688.406	1686.816	1686.927	1686.368	1686.185	1677.681	1682.397	1666.871	1684.23	1687.141
CLCN1	CLCN1	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131	2938.131
